,epoch,train accuracy,val accuracy
0,1,0.13753897849462365,0.1139945652173913
1,2,0.19815893817204303,0.12703804347826086
2,3,0.24928225806451615,0.11209239130434782
3,4,0.2820453629032258,0.14605978260869565
4,5,0.29749932795698925,0.11922554347826086
5,6,0.3077980510752688,0.13709239130434783
6,7,0.36320766129032256,0.20754076086956522
7,8,0.4059203629032258,0.16052989130434783
8,9,0.4319600134408602,0.27771739130434786
9,10,0.4539065860215054,0.22540760869565218
10,11,0.46624227150537634,0.22826086956521738
11,12,0.48020228494623657,0.2590353260869565
12,13,0.48939784946236564,0.25033967391304346
13,14,0.494807123655914,0.2105978260869565
14,15,0.5026216397849462,0.1983695652173913
15,16,0.48451848118279567,0.16066576086956522
16,17,0.44234375,0.26535326086956523
17,18,0.4990493951612903,0.3065896739130435
18,19,0.5329616935483871,0.29789402173913043
19,20,0.5586633064516129,0.28383152173913045
20,21,0.6626021505376344,0.47099184782608694
21,22,0.7027557123655913,0.49551630434782606
22,23,0.7161854838709677,0.4989130434782609
23,24,0.7327775537634409,0.5021059782608696
24,25,0.7474835349462365,0.5650135869565218
25,26,0.757773185483871,0.527241847826087
26,27,0.7695890456989247,0.5532608695652174
27,28,0.7763545026881721,0.553804347826087
28,29,0.7841149193548387,0.5550951086956522
29,30,0.7924415322580646,0.547350543478261
30,31,0.8039022177419355,0.5401494565217392
31,32,0.8066723790322581,0.5504755434782609
32,33,0.8160430107526881,0.5580163043478261
33,34,0.8270057123655914,0.5960597826086956
34,35,0.8346552419354839,0.5633152173913044
35,36,0.8417987231182796,0.5438858695652175
36,37,0.8481841397849462,0.5614130434782608
37,38,0.8502352150537635,0.5676630434782609
38,39,0.8668413978494623,0.5853940217391305
39,40,0.858142809139785,0.5688858695652174
40,41,0.886536626344086,0.6047554347826087
41,42,0.8934680779569891,0.5982336956521739
42,43,0.8985924059139784,0.5938179347826087
43,44,0.9009495967741936,0.5984375
44,45,0.9020376344086022,0.590625
45,46,0.9041787634408601,0.6256793478260869
46,47,0.9048487903225806,0.6047554347826087
47,48,0.9085430107526882,0.6164402173913043
48,49,0.9089680779569892,0.6151494565217391
49,50,0.9079210349462365,0.5841032608695652
