,epoch,lr,train loss,val loss
0,1,0.0001,2.58699466336158,2.6554605442544688
1,2,0.0001,2.4295343493902557,2.7053839642068613
2,3,0.0001,2.2933331151162424,2.6907167642012886
3,4,0.0001,2.194204609240255,2.6575998845307724
4,5,0.0001,2.1386173732819094,2.8723649978637695
5,6,0.0001,2.103757475012092,3.1002846075140913
6,7,0.0001,1.9494995109496578,2.4119911712148916
7,8,0.0001,1.8224931564382327,3.469450380491174
8,9,0.0001,1.7476919639495112,2.269427081812983
9,10,0.0001,1.6862366026447666,2.4751335952592934
10,11,0.0001,1.637186675302444,2.445672377296116
11,12,0.0001,1.6070207427906733,2.4526214081308115
12,13,0.0001,1.5865011708710783,2.3712990905927573
13,14,0.0001,1.5601150002530826,2.9175553736479385
14,15,0.0001,1.5347104572480725,2.7812572976817256
15,16,0.0001,1.5798337030154403,3.821200992750085
16,17,0.0001,1.7180085989736742,2.4802969124006187
17,18,0.0001,1.541415778539514,2.411321888799253
18,19,0.0001,1.4368439137294728,2.2322179856507676
19,20,1e-05,1.376036290199526,2.620403631873753
20,21,1e-05,1.0521899900769676,1.602712843729102
21,22,1e-05,0.9333591576545469,1.545403858889704
22,23,1e-05,0.88085086307218,1.5904914555342302
23,24,1e-05,0.837180519616732,1.6083437929982725
24,25,1e-05,0.7957575654470792,1.3960316155267798
25,26,1e-05,0.7594380849792112,1.5689821968907895
26,27,1e-05,0.7256038025502236,1.446792773578478
27,28,1e-05,0.7055663466453552,1.4626898765563965
28,29,1e-05,0.682831593098179,1.4256466575290845
29,30,1e-05,0.6546323099123534,1.4622443344282068
30,31,1e-05,0.6214499270082802,1.5286754680716472
31,32,1e-05,0.6066747349436565,1.4628052504166313
32,33,1e-05,0.5790978950518434,1.583169014557548
33,34,1e-05,0.5528520568404146,1.4175775932229084
34,35,1e-05,0.5309959920824215,1.4676992543365643
35,36,1e-05,0.5104391414632079,1.625147441159124
36,37,1e-05,0.48614535552840077,1.5639357463173245
37,38,1e-05,0.4728303106241329,1.4729313021120818
38,39,1e-05,0.4332699801332207,1.467634960361149
39,40,1.0000000000000002e-06,0.44830955356679936,1.524268212525741
40,41,1.0000000000000002e-06,0.37657590482824593,1.3666659256686335
41,42,1.0000000000000002e-06,0.35476520585436977,1.380742352941762
42,43,1.0000000000000002e-06,0.3431482504933111,1.3556476079899331
43,44,1.0000000000000002e-06,0.3377391250543697,1.4047966003417969
44,45,1.0000000000000002e-06,0.33107071586193576,1.4260604070580525
45,46,1.0000000000000002e-06,0.3237881216631141,1.3014507884888544
46,47,1.0000000000000002e-06,0.322744574517973,1.3890179551166038
47,48,1.0000000000000002e-06,0.3187922922674046,1.3556864883588708
48,49,1.0000000000000002e-06,0.312627560669376,1.368168349823226
49,50,1.0000000000000002e-06,0.311788852737155,1.5334822198619014
