,epoch,train accuracy,val accuracy
0,1,0.08439751344086022,0.12235054347826087
1,2,0.09687331989247312,0.1139945652173913
2,3,0.0954801747311828,0.07608695652173914
3,4,0.09313104838709678,0.06949728260869566
4,5,0.09077184139784947,0.10563858695652174
5,6,0.09334408602150537,0.06114130434782609
6,7,0.09522513440860214,0.10563858695652174
7,8,0.09321202956989247,0.07900815217391303
8,9,0.09187802419354837,0.1139945652173913
9,10,0.0964502688172043,0.10563858695652174
10,11,0.09384711021505376,0.10563858695652174
11,12,0.09506216397849461,0.10563858695652174
12,13,0.093341061827957,0.1139945652173913
13,14,0.09375201612903225,0.1139945652173913
14,15,0.09501512096774194,0.1139945652173913
15,16,0.09501915322580645,0.1139945652173913
16,17,0.09531619623655914,0.1139945652173913
17,18,0.09544422043010752,0.06114130434782609
18,19,0.08976982526881719,0.06114130434782609
19,20,0.09128797043010753,0.1139945652173913
20,21,0.09401209677419355,0.06114130434782609
21,22,0.09249395161290322,0.07778532608695653
22,23,0.09414314516129033,0.1139945652173913
23,24,0.09220295698924731,0.07900815217391303
24,25,0.08766969086021505,0.1139945652173913
25,26,0.08700369623655914,0.1139945652173913
26,27,0.09233299731182797,0.1139945652173913
27,28,0.09283501344086022,0.10563858695652174
28,29,0.0931320564516129,0.1139945652173913
29,30,0.09107896505376344,0.019021739130434784
30,31,0.08964986559139786,0.06114130434782609
31,32,0.0901038306451613,0.1139945652173913
32,33,0.09149495967741936,0.1139945652173913
33,34,0.08220329301075269,0.1139945652173913
34,35,0.0781760752688172,0.06949728260869566
35,36,0.07767305107526881,0.07065217391304347
36,37,0.07678998655913978,0.043478260869565216
37,38,0.08469052419354839,0.07608695652173914
38,39,0.07986122311827958,0.07065217391304347
39,40,0.07498487903225806,0.07880434782608696
40,41,0.07561391129032258,0.042798913043478264
41,42,0.07367775537634408,0.12235054347826087
42,43,0.07758602150537634,0.06114130434782609
43,44,0.06948252688172044,0.07608695652173914
44,45,0.0696034946236559,0.042119565217391304
45,46,0.07011458333333333,0.059103260869565216
46,47,0.06960853494623656,0.042798913043478264
47,48,0.06834946236559139,0.043478260869565216
48,49,0.07405880376344086,0.08763586956521739
49,50,0.06985450268817205,0.042798913043478264
