,epoch,train accuracy,val accuracy
0,1,0.08922816961924908,0.07222222222222222
1,2,0.08696209016393443,0.043055555555555555
2,3,0.08919029834302838,0.08361111111111111
3,4,0.08686982196368764,0.05243055555555556
4,5,0.08817190529702097,0.06659722222222222
5,6,0.0898960812180504,0.07222222222222222
6,7,0.09138889806980433,0.11208333333333334
7,8,0.09262212453728186,0.044444444444444446
8,9,0.08810029415653094,0.06180555555555556
9,10,0.08877233716728362,0.06041666666666667
10,11,0.08909596443680592,0.07222222222222222
11,12,0.0884721212321523,0.06659722222222222
12,13,0.08829584765556144,0.07222222222222222
13,14,0.08633204984135377,0.06041666666666667
14,15,0.08800182883835714,0.07222222222222222
15,16,0.08665980852282743,0.07951388888888888
16,17,0.08582388617133792,0.04854166666666667
17,18,0.0828017583289265,0.075625
18,19,0.08850586109642165,0.04854166666666667
19,20,0.08359980940419531,0.06659722222222222
20,21,0.09649050326106116,0.0625
21,22,0.09645263198484047,0.0625
22,23,0.09443443724660674,0.10798611111111112
23,24,0.0961565474616605,0.10798611111111112
24,25,0.09191427595628415,0.10798611111111112
25,26,0.09325836197778954,0.10798611111111112
26,27,0.09380026551207474,0.10798611111111112
27,28,0.09725481447206065,0.10798611111111112
28,29,0.09355031508901815,0.10798611111111112
29,30,0.09480833002820377,0.07152777777777777
30,31,0.09204234972677595,0.0625
31,32,0.09141230940419531,0.11618055555555556
32,33,0.09069619799929492,0.0625
33,34,0.08863806627886481,0.10798611111111112
34,35,0.08694969592808038,0.11208333333333334
35,36,0.08733598294553147,0.10798611111111112
36,37,0.08632585272342676,0.10798611111111112
37,38,0.0893101092896175,0.06659722222222222
38,39,0.0880500286444562,0.10798611111111112
39,40,0.0817454940066984,0.07777777777777778
40,41,0.09564631808566897,0.07069444444444445
41,42,0.09757637603560727,0.0625
42,43,0.09788072338268994,0.10798611111111112
43,44,0.09707854089546976,0.11208333333333334
44,45,0.09645056627886481,0.10798611111111112
45,46,0.09401647607086198,0.11208333333333334
46,47,0.09569038647981667,0.11208333333333334
47,48,0.09867877445795875,0.07222222222222222
48,49,0.09103015379869557,0.11208333333333334
49,50,0.09409635003525471,0.09368055555555556
