,epoch,train accuracy,val accuracy
0,1,0.08300970606381103,0.05520833333333333
1,2,0.11157979684470298,0.0926388888888889
2,3,0.11502195156883484,0.0957638888888889
3,4,0.11711382315353427,0.08923611111111111
4,5,0.11686387273047771,0.09513888888888888
5,6,0.12056630640754452,0.09166666666666666
6,7,0.11744984465891062,0.09375
7,8,0.11930622576238323,0.09270833333333334
8,9,0.12127828640049357,0.0875
9,10,0.12048230103120043,0.09131944444444444
10,11,0.12253423563370351,0.09159722222222223
11,12,0.125272673188789,0.08923611111111111
12,13,0.1242625429666843,0.10027777777777779
13,14,0.12778663736118456,0.09340277777777778
14,15,0.12585864511722195,0.08888888888888889
15,16,0.12946467918209062,0.08993055555555556
16,17,0.1269465835977437,0.09131944444444444
17,18,0.13144706835007933,0.08569444444444445
18,19,0.13165501608496388,0.09534722222222224
19,20,0.1312831890093425,0.08472222222222223
20,21,0.13669947007756036,0.09513888888888888
21,22,0.13338332341794465,0.09187500000000001
22,23,0.13618924070156882,0.08506944444444445
23,24,0.13812549576943417,0.09159722222222223
24,25,0.141567650493566,0.08986111111111111
25,26,0.14203381147540983,0.08812500000000001
26,27,0.14609774369821965,0.08888888888888889
27,28,0.14332969769081613,0.09055555555555556
28,29,0.14882791842940243,0.09131944444444444
29,30,0.1520683225365768,0.084375
30,31,0.1511022607086198,0.08611111111111111
31,32,0.15354461374052528,0.08881944444444445
32,33,0.15610471201304424,0.09166666666666666
33,34,0.15609438348316587,0.09236111111111112
34,35,0.15278030252952582,0.09236111111111112
35,36,0.1586544817556848,0.09611111111111112
36,37,0.15984708267230743,0.10340277777777779
37,38,0.16075874757623831,0.08611111111111111
38,39,0.16080901308831305,0.09375
39,40,0.16206083090957166,0.09131944444444444
40,41,0.16349305371937248,0.08402777777777778
41,42,0.16458099219989425,0.09236111111111112
42,43,0.16538937180504143,0.09097222222222222
43,44,0.16904360567600915,0.09854166666666667
44,45,0.17050130552617662,0.09409722222222222
45,46,0.16903534285210647,0.09819444444444445
46,47,0.17125941961924906,0.10236111111111111
47,48,0.17370177265115458,0.09270833333333334
48,49,0.1734139509518773,0.09854166666666667
49,50,0.17395378878018683,0.09715277777777778
