,epoch,lr,train loss,val loss
0,1,0.0001,2.880458248558865,2.957239103317261
1,2,0.0001,2.877445448470372,2.9630718655056425
2,3,0.0001,2.875127899390395,2.934190204408434
3,4,0.0001,2.87270095527813,2.9203089978959826
4,5,0.0001,2.8692696030421923,2.932872947057088
5,6,0.0001,2.8661600703834207,2.9319551255967884
6,7,0.0001,2.863337702007704,2.924058532714844
7,8,0.0001,2.862139106437724,2.935619650946723
8,9,0.0001,2.8583632066685665,2.9246014648013645
9,10,0.0001,2.8574556208425954,2.9214720567067465
10,11,0.0001,2.8567763772062076,2.9193818781110976
11,12,0.0001,2.8522430735249675,2.9139312903086343
12,13,0.0001,2.8504821523543327,2.915612432691786
13,14,0.0001,2.848825604684891,2.9371136771308053
14,15,0.0001,2.8448795310912596,2.923949384689331
15,16,0.0001,2.8444387470522234,2.9404957983228894
16,17,0.0001,2.841353392729195,2.913500452041626
17,18,0.0001,2.8389838273807237,2.9008859210544164
18,19,0.0001,2.836885861171189,2.9178303718566894
19,20,0.0001,2.835414412201092,2.906178919474284
20,21,0.0001,2.834201498698163,2.9161355177561443
21,22,0.0001,2.830921668519256,2.8952403757307263
22,23,0.0001,2.827891989420819,2.9146880467732745
23,24,0.0001,2.826246270569422,2.9045232772827148
24,25,0.0001,2.824088966974648,2.8877211729685466
25,26,0.0001,2.8226723068503925,2.8888820966084796
26,27,0.0001,2.8212997182723014,2.8837513446807863
27,28,0.0001,2.8172385461868776,2.911919789844089
28,29,0.0001,2.8169829281427528,2.889325242572361
29,30,0.0001,2.814760791358127,2.8764339394039578
30,31,0.0001,2.8125310559426584,2.8790473620096844
31,32,0.0001,2.8116633046057915,2.8593489911821153
32,33,0.0001,2.811356108034811,2.8771724541982016
33,34,0.0001,2.808063453884535,2.882414076063368
34,35,0.0001,2.8060889429943536,2.869613620969984
35,36,0.0001,2.803545323110396,2.874892224205865
36,37,0.0001,2.8023087331043777,2.8640376249949138
37,38,0.0001,2.800645511637452,2.8717748800913494
38,39,0.0001,2.797729315296296,2.856569136513604
39,40,0.0001,2.797373233302947,2.8605113983154298
40,41,0.0001,2.7958191421724137,2.8396668275197348
41,42,0.0001,2.7954125532539944,2.8508139981163874
42,43,0.0001,2.7917848152499043,2.8543852223290336
43,44,0.0001,2.7902881105740867,2.8579187446170384
44,45,0.0001,2.791880048731322,2.851255761252509
45,46,0.0001,2.7874069521504063,2.859610997305976
46,47,0.0001,2.7857029713610166,2.8559524959988063
47,48,0.0001,2.7858169123690617,2.861777565214369
48,49,0.0001,2.784010952518832,2.8516007794274225
49,50,0.0001,2.7832510734117157,2.8574033896128337
