,epoch,train accuracy,val accuracy
0,1,0.07141076701040014,0.0642361111111111
1,2,0.08035320817909396,0.06833333333333334
2,3,0.09615861316763617,0.07291666666666667
3,4,0.10946726820024678,0.08673611111111111
4,5,0.11421976908161467,0.08263888888888889
5,6,0.1181218876696633,0.09368055555555556
6,7,0.11519409373347435,0.0875
7,8,0.1162758350960691,0.08958333333333333
8,9,0.11678813017803631,0.09645833333333334
9,10,0.11821622157588578,0.09027777777777778
10,11,0.11817215318173807,0.09131944444444444
11,12,0.11699401220694518,0.0963888888888889
12,13,0.12001407434338093,0.08368055555555555
13,14,0.1203562929666843,0.08715277777777777
14,15,0.11976205821434868,0.10097222222222223
15,16,0.12001407434338093,0.08298611111111111
16,17,0.11884626189846642,0.09097222222222222
17,18,0.12345622906751277,0.08888888888888889
18,19,0.12207840318173807,0.08541666666666667
19,20,0.12278625176273578,0.08715277777777777
20,21,0.12056630640754452,0.08847222222222223
21,22,0.12195239511722193,0.08680555555555555
22,23,0.12241855609906575,0.08645833333333333
23,24,0.12257623832187556,0.0926388888888889
24,25,0.11875399369821964,0.0926388888888889
25,26,0.1229941994976203,0.08576388888888889
26,27,0.12341629208531642,0.09194444444444445
27,28,0.12207014035783535,0.09236111111111112
28,29,0.12030602745460954,0.09402777777777778
29,30,0.12329234972677595,0.08611111111111111
30,31,0.12166044200599331,0.08576388888888889
31,32,0.12421021174863388,0.090625
32,33,0.12219821412832717,0.08819444444444445
33,34,0.12426667437863564,0.08993055555555556
34,35,0.12476450951877313,0.08986111111111111
35,36,0.12274011766261238,0.08715277777777777
36,37,0.12245642737528645,0.0875
37,38,0.12295013110347258,0.08777777777777779
38,39,0.1204382326370527,0.08402777777777778
39,40,0.12177818724660674,0.09125
40,41,0.12169211616428696,0.08958333333333333
41,42,0.12292671976908162,0.08680555555555555
42,43,0.12345209765556144,0.08263888888888889
43,44,0.12472044112462542,0.08576388888888889
44,45,0.12351269169751454,0.08881944444444445
45,46,0.12106827295963335,0.09472222222222222
46,47,0.12190419531112287,0.09055555555555556
47,48,0.1217361845584347,0.08680555555555555
48,49,0.12232215648686762,0.08986111111111111
49,50,0.12406492376167812,0.09611111111111112
