,epoch,lr,train loss,val loss
0,1,0.0001,2.5684737877179216,2.904288646909926
1,2,0.0001,2.3197709655248993,2.8249617258707684
2,3,0.0001,2.1725797858289493,2.9396917714012996
3,4,0.0001,2.0759003687930364,2.4914506647321915
4,5,0.0001,2.0942495420414913,2.606737470626831
5,6,0.0001,2.0110925990407185,2.2769186867607965
6,7,0.0001,1.8868949083230828,2.3086595164404975
7,8,0.0001,1.79067468739325,2.455651288562351
8,9,0.0001,1.7604286161161238,2.214112255308363
9,10,0.0001,1.701522828750713,2.203717515203688
10,11,0.0001,1.5144405695058967,2.5090191231833563
11,12,0.0001,1.7204261399725431,2.26542862256368
12,13,0.0001,1.7498438323056826,2.969347800148858
13,14,0.0001,1.6901036670771978,3.1347370041741267
14,15,0.0001,1.6503351308325285,2.3449444823794896
15,16,0.0001,1.605625460545222,2.3100905524359807
16,17,0.0001,1.53968033450906,1.9808964305453831
17,18,0.0001,1.5377909718982634,2.3310876210530598
18,19,0.0001,1.6052085327845749,2.373139831754896
19,20,0.0001,1.5723487097089008,2.5597389062245686
20,21,0.0001,1.5395132825579694,2.0297147141562566
21,22,0.0001,1.514059857655597,2.196802269087897
22,23,0.0001,1.4839974834072975,2.4988443215688068
23,24,0.0001,1.498995271741703,2.021637707286411
24,25,0.0001,1.4842138396155449,2.1539212359322444
25,26,0.0001,1.472881148258845,2.3810311688317194
26,27,0.0001,1.4596085054900056,2.2614428917566936
27,28,0.0001,1.4577200500875391,2.0857124699486627
28,29,0.0001,1.3150675186226446,1.8695605198542278
29,30,0.0001,1.3236399866560453,2.7048954698774548
30,31,0.0001,1.4455192553740677,2.455263810687595
31,32,0.0001,1.5583139811792681,2.502121098836263
32,33,0.0001,1.62884170457881,2.469258647494846
33,34,0.0001,1.6778020743400819,2.480570406383938
34,35,0.0001,1.813544512115499,2.1098552465438845
35,36,0.0001,1.8170845569461904,2.4864964379204646
36,37,0.0001,1.8547498115929224,2.6038979371388753
37,38,0.0001,1.8757433465091131,2.40920082728068
38,39,0.0001,1.9086281231013678,2.71218687693278
39,40,0.0001,1.9526957398460758,2.4062941445244683
40,41,0.0001,2.189203845877801,2.7011462529500325
41,42,0.0001,2.3197557016085555,3.120340045293172
42,43,0.0001,2.378810235890009,2.7724646621280247
43,44,0.0001,2.4239628289335515,4.053287336561415
44,45,0.0001,2.4588923960603695,2.6361144807603623
45,46,0.0001,2.562425419207542,5.163230154249403
46,47,0.0001,2.5335514782577433,3.2768255445692276
47,48,0.0001,2.4863570146663214,3.2072398715549046
48,49,0.0001,2.454612180750857,2.6135631455315482
49,50,0.0001,2.442160716620825,2.7538124720255532
